2024-06-23 23:06:101 INFO  LoginPage :56 - Enter User Name: Admin
2024-06-25 17:06:865 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 17:06:234 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 17:06:339 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //button[@type='submit']]
2024-06-25 17:06:117 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 17:06:416 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 17:06:536 INFO  ViewSystemUsersPage :171 - Enter Admin to User Name field : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 17:06:556 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 17:06:657 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 17:06:875 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: (//i)[13]]
2024-06-25 17:06:27 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 17:06:110 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 17:06:183 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (1e2dd2bdc2f38741d0d3d2646a509456)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 17:06:836 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 17:06:224 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 17:06:386 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //button[@type='submit']]
2024-06-25 17:06:328 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 17:06:584 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 17:06:721 INFO  ViewSystemUsersPage :171 - Enter Nina.Patel to User Name field : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 17:06:738 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 17:06:857 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 17:06:80 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: (//i)[13]]
2024-06-25 17:06:236 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 17:06:321 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 17:06:384 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (64c8a4983fba1a8bf438bf5dea56c1bd)] -> xpath: //button[normalize-space()='Reset']]
2024-06-25 17:06:368 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 17:06:841 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 17:06:982 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (57a46e91ae2d939df58e31b04ee4e42a)] -> xpath: //button[@type='submit']]
2024-06-25 17:06:920 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (57a46e91ae2d939df58e31b04ee4e42a)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 17:06:938 INFO  ViewSystemUsersPage :112 - Verifying System User Text: Proxy element for: DefaultElementLocator 'By.xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']'
2024-06-25 17:06:885 INFO  LoginPage :41 - Enter User Name: Admin
2024-06-25 17:06:281 INFO  LoginPage :51 - Enter Password: admin123
2024-06-25 17:06:413 INFO  LoginPage :46 - Clicking on Login Button: [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //button[@type='submit']]
2024-06-25 17:06:378 INFO  HomePage :37 - Clicking on Admin link : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //li[1]//a[1]//span[1]]
2024-06-25 17:06:620 INFO  ViewSystemUsersPage :112 - Verifying System User Text: [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //h5[@class='oxd-text oxd-text--h5 oxd-table-filter-title']]
2024-06-25 17:06:770 INFO  ViewSystemUsersPage :171 - Enter Odis.Adalwin to User Name field : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //div[@class='oxd-input-group oxd-input-field-bottom-space']//div//input[@class='oxd-input oxd-input--active']]
2024-06-25 17:06:788 INFO  ViewSystemUsersPage :175 - Clicking on UserRole drop-down : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //div[@class='oxd-table-filter-area']//div[2]//div[1]//div[2]//div[1]//div[1]//div[1]]
2024-06-25 17:06:911 INFO  ViewSystemUsersPage :185 - Clicking on ESS option in UserRole drop-down : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //span[contains(text(),'ESS')]]
2024-06-25 17:06:127 INFO  ViewSystemUsersPage :191 - Clicking on Status drop-down : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: (//i)[13]]
2024-06-25 17:06:278 INFO  ViewSystemUsersPage :196 - Clicking on Disable option in Status drop-down : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //span[normalize-space()='Disabled']]
2024-06-25 17:06:359 INFO  ViewSystemUsersPage :206 - Clicking on Search button : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //button[normalize-space()='Search']]
2024-06-25 17:06:427 INFO  ViewSystemUsersPage :211 - Clicking on Reset button : [[ChromeDriver: chrome on windows (12f50698e1f9e3f145d8be7fc303461b)] -> xpath: //button[normalize-space()='Reset']]
